Cluster,Data Points
12955,star  happiness apartments
12956,manazel  ahlam
12957,raa'hat  bustan
12958,albalad inn
12959,rahat  mabait
12960,burj  arabiya
12961,snood  baraka
12962,white  taif chets
12963,ain  suwais
12964,rahat plaza towers
12965,arous  faisiyah
12966,jnan  sharq
12967,minar  huda
12968,park inn  dammam
12969,taraf  tariq
12970,safwat taybah suites
12971,muhaidib  diwan
12972,kyouna  banafsaji
12973,sunnaf inn
12974,wisam  hada
12975,noorseen inn
12976,anwar  hamraa
12977,ghardinia inn
12978,samar residenti center
12979,diamond tower
12980,shadda inn
12981,boudl khurais
12982,ruum inn
12983,tawarn inn
12984,dreams houses
12985,jawharat  shumukh
12986,rohana inn
12987,lamer inn
12988,atiyaf  jawhara apartments
12989,lavera inn
12990,joud entertainment
12991,sayer hotel apartments khamis mushait
12992,nasseem inn
12993,roome inn
12994,bn residence
12995,doville inn
12996,lodge chalets
12997,rauom inn
12998,nesma  sham
12999,glamour inn
13000,clarion jeddah airport
13001,florida inn
13002,nada  diyafa
13003,manazeli  khuzama
13004,abq  bilsan
13005,riad  zahraa
13006,anwar sara
13007,bahr furnished residenti units
13008,masaif  qura
13009,rose complex
13010,rose  huda
13011,badr residence
13012,mubarak mohsin mubarak  hammami
13013,jawhara resthouse
13014,innovation beauty
13015,jewel  majd
13016,lemar ajyad  aw
13017,masaat  badae
13018,boulevard chalet
13019,bariq  layi
13020,saha  tamayoz
13021,rooh abyar
13022,durrat moni hotel
13023,shumukh tanuma apartments
13024,jawhara  ula
13025,durrat  amriyah
13026,lorraine united
13027,nasaim  naeem
13028,raw'at  ghaym limited
13029,nusaym  nur
13030,diar  rashid
13031,lazurd villa chalets
13032,waha apartment
13033,ahla maseif
13034,anwar hospitality
13035,durrat alarus   paradise lagoon
13036,rama gulf establishment  residential units
13037,tuha apartment abha
13038,silk road company
13039,n/a (no english translation available)
13040,rahati 2 aparthotel
13041,grandeur sunrise apartments
13042,jawad residenti units
13043,luxurious new palaces
13044,youssef salem hotel apartments
13045,makarem  mahbubah hotel
13046,moment  dreams
13047,rabat hotel furnished apartments
13048,andus  masai hotel
13049,diar  mashaer  hudaia
13050,namarq comfortable apartments
13051,oyo 632 marsa  wajh
13052,basma  mujarradah
13053,andus luxury suites
13054,rif  mumayyaz
13055,rahab summit
13056,rahaba  manzil
13057,iwan dar  hijrah
13058,abeer  azizia
13059,wadi  hayah
13060,ghayoom w nujoom
13061,rahat  daif apartments
13062,safwat deafah
13063,karam almadina
13064,grand day
13065,water tower
13066,evening stars
13067,jelnar tayba
13068,green view
13069,grand hotel serviced apartments
13070,eastern deluxe apartments
13071,bayat  hijaz
13072,braira  dammam
13073,durr arwa
13074,tharwat  misfh
13075,layan  khair
13076,lei  tamayoz
13077,medina hilton
13078,nakhel store limited
13079,sadeem  qawz
13080,mufleh mohammed apartments
13081,royal orchid
13082,mutaab suites  taawon
13083,qimat  jawahir
13084,golden tower  khobar corniche
13085,reelam resthouse
13086,manarat  raqia
13087,hotels
13088,durra  raqiya
13089,andus dar  sam
13090,north homes apartments
13091,roy  mashair
13092,tal aljoud villa
13093,sultan furnished residential units
13094,villa ward
13095,granada chalet
13096,best palace
13097,azdan corner
13098,rafa golden units
13099,rawoom inn  khobar south
13100,shati  ward
13101,madinah saleh apartments
13102,talah gardens
13103,ardah guest apartments
13104,hadaf  musafir apartments
13105,layi  shifa
13106,shaat  saadah
13107,luxury beach tower apartment
13108,amasi turbah
13109,arous  faisiah
13110,la fontaine  buhaira
13111,hamra park
13112,naseem retreat
13113,manarat  qurayat apartments
13114,riyadah international hotels  resorts limited
13115,sham  aqleemia two
13116,burj  samou apartments
13117,top  maz
13118,laqa
13119,naseem  hadiqah
13120,madinat  taj
13121,muhaidib residence  takhassusi
13122,gold columns
13123,braira  olaya
13124,jeddah furnished apartments
13125,manayer  asoul
13126,hadibia furnished apartments
13127,fayha mes
13128,ta  nakheel
13129,eisaal furnished apartments
13130,pearl noir
13131,budl gardenia
13132,rawaat  narjes apartments
13133,musaad furnished apartments
13134,saif  sham
13135,beit  asah apartments
13136,countryside houses
13137,minar  khair
13138,tiba tower
13139,fakhr  iman
13140,muhaidb jarir
13141,vira lounge resort
13142,terhal furnished apartments
13143,naseem  ola 1
13144,rahabah  makkiyah
13145,noor sama
13146,rahat  b furnished units
13147,sahar  rifahiya
13148,aldwan furnished apartments
13149,lailat  ward
13150,fakhama  makan
13151,layali janti
13152,sultana complex
13153,tayf  nibras
13154,pearl tower apartments
13155,sharqiyah luxury
13156,iairy  furnished apartments
13157,asa  gharbiya
13158,arij  fah
13159,sama  andus
13160,zawira furnished apartments
13161,judr furnished apartments
13162,beach hut
13163,manar  tawhid
13164,yahy furnished apartments
13165,naifat taybah
13166,shatha  khamees
13167,khaili furnished apartments
13168,tayba homes
13169,alwusam l villas  chalets
13170,makarem residential units
13171,dar mashallah residence
13172,arjwanah apartments muhayil
13173,slava farm  chalet
13174,dar hafsa
13175,newsuite self entry
13176,janan furnished apartments
13177,bilaad  mashhad
13178,jaw  asah
13179,wathenani resort
13180,first suite
13181,burj  tamayoz
13182,katara furnished apartments
13183,jaw hail
13184,jawhara makkah hotel
13185,jawar  beit
13186,mohammad seh  jardan suites
13187,beit  sahab apartments
13188,zahraa homes
13189,faisal fahad aba hussein establishment
13190,dar darya
13191,burj  watani
13192,izdehar furnished apartments
13193,triple tree
13194,fayama  rayan
13195,boudl  woroud
13196,dana  murooj apartments
13197,south village hotel
13198,masaakin  rayan
13199,damac towers apartments
13200,madinah  thahabi hotel
13201,almarfa resort
13202,araak gaza hotel management
13203,baijan resort
13204,golden palaces pearl
13205,melfi resort
13206,masat  badr
13207,guday resort
13208,sahabat saif
13209,lu'luat  nadir
13210,diamond union
13211,muzdan resort
13212,tawfiq furnished residential units
13213,burj  masah
13214,durr rabigh
13215,sama jewel
13216,layali almasiah
13217,manara  reef apartments
13218,sahab apartments onaizah
13219,grand millennium gizan
13220,hams  amasi
13221,qasr hotel apartments
13222,jaithan resort
13223,qreen view
13224,boudl  maz
13225,belsia resort
13226,jaar resort
13227,makkah kareem
13228,revere resort
13229,viola flower
13230,devli resort
13231,mustadhila resort
13232,argan hajar
13233,aayan  baraka
13234,swary resort
13235,pansy resort
13236,ishaq ajyad
13237,firuz resort
13238,tayyiba stars
13239,akoya resort
13240,ghoroub  mashaer
13241,najdara resort
13242,manazel maali suites
13243,anala resort
13244,rafeef tower apartments
13245,miraya resort
13246,tulip inn  dammam hotel suites
13247,irvine resort
13248,luxury gardens
13249,tobah resort
13250,am  saada
13251,deiafa resort
13252,bnan fal
13253,towq beld hotel
13254,shurah plaza
13255,taiba rose
13256,jawharat  mawasim
13257,durrat  raha
13258,rawabi  qasr  akhdar
13259,am furnished rooms
13260,waha sabia
13261,jazirah inn apartments
13262,dhirat  madi
13263,salasil hamoudah
13264,altaj suites
13265,jeddah heart apartment
13266,makarem mina
13267,stars home suites hotel
13268,darat barq
13269,bronze plus
13270,shams wa qamar
13271,jam sman sulaim  omairi
13272,muhaidib residences
13273,diyar wahat  nazil hotel management company
13274,le porto
13275,masaa  jadhbah apartments
13276,dar arwa apartments
13277,elegant accommodation
13278,kheir  nuzul apartments
13279,mather  eiman ajyad
13280,dar  sumou furnished apartments
13281,nahawand summit
13282,darat  amaken
13283,burj  aseel
13284,eknaf jeddah
13285,orchid  olya
13286,dhahran views
13287,bad rawafed hotels
13288,habitas alula
13289,joud  taj
13290,dallah hotels  resorts
13291,jubail rose
13292,rawha  madinah
13293,durrat alghaza
13294,emaar grand
13295,beautiful view hotel services (sole proprietorship)
13296,sultan's house
13297,nahda signature
13298,jawhara  arous
13299,durrat rawwag apartments
13300,fakhama house
13301,sarouh almas
13302,leen rest house
13303,accor palace
13304,adwa ramada
13305,snowd ajyad
13306,durrat beach apartments
13307,mufleh mohammed ahmed abu dasser
13308,narjes guest apartments
13309,triangular palace
13310,lailat  ans
13311,rayaneh palace
13312,fawaz maribed  anzi furnished units
13313,dana  qadisiyah
13314,shuraka alkhair
13315,mer  rus
13316,saraya  hamraa
13317,mashi palace
13318,rataj  rawdah
13319,one inn
13320,palm towers
13321,jewel  fayroz
13322,anbar palace
13323,rawdah vision
13324,ajaa palace
13325,sari kadi hotel
13326,aquel palace
13327,tasneem palace
13328,arwaq  dhahab makkah
13329,mansik palace
13330,hassan plaza
13331,rutil palace
13332,kerala biriyani house
13333,fajr  badea   two hotel services
13334,rohwan palace
13335,porto one
13336,noble palace
13337,lomage palace
13338,amasi  mahd
13339,dalian palace
13340,anan  snood
13341,maya palace
13342,tuhfa  huda resort
13343,ramaat palace
13344,ami  russ apartments
13345,relaxe palace
13346,mira mar
13347,rahwan palace
13348,happy house
13349,almontada palace
13350,mersa  khair
13351,alertiqaa palace
13352,mutaab suites  mursat
13353,bistana warf
13354,nizwa palace
13355,fahad chalet
13356,novotel suites diar riyadh
13357,alula moments
13358,minar  diyafa
13359,dyar tabah
13360,hayat  diyafa
13361,diar  beit
13362,ajyad  qamar
13363,issa masoud  mutairi
13364,sama najd
13365,nasr  muhajireen
13366,rush palace
13367,rayanah  namas
13368,burj resort
13369,rest inn  sil
13370,manara accommodation
13371,rabie hotels  trading company
13372,mira residences
13373,rizon makkah tower c
13374,sweet in alula
13375,sahrati weddings  events
13376,taiba  diyafah
13377,aknan cordoba apartments
13378,rafahiya address apartments
13379,ardh  dahab
13380,um min millennium
13381,hanan  shorouq
13382,hedon suites apartments
13383,hifawh apartments suites
13384,staytion orjwan lebanon
13385,rehanna suites apartments
13386,jannat  areef apartments
13387,shereza apartments suites
13388,arwaa layi  andus
13389,qasr  qubah
13390,hammami hotel
13391,qasr  aj
13392,safwa  manazil
13393,kanz  andus
13394,rafa  ulaya
13395,qasr  radaf
13396,qasr alshamal
13397,yawm towers
13398,rawabi  janadriyah
13399,garden in
13400,dorat  hashimiyah
13401,manar  dahabi athnan
13402,rawdah guest apartments
13403,hayat sufa
13404,nawarah shams
13405,minaret hatem
13406,boudl mahayel asir
13407,samaa hospitality
13408,qasr  tahi
13409,musharaf development  real estate investment limited
13410,mashair hospitality
13411,movenpick anwar  madinah hotel
13412,north  namaa apartments
13413,golden tulip hail
13414,wadi house
13415,qasr  sukkari
13416,mira  sahah
13417,grand zawar
13418,shujun serviced apartments
13419,mawjat  qasr
13420,afak ritage
13421,qasr burdi
13422,reem towers
13423,hayat  waha
13424,asala hotel apartments & rooms
13425,qasr  shawq
13426,shams  sharq apartments
13427,mouja  qasr
13428,eairy apartments   hail 3
13429,qasr  hajib
13430,masai luxury apartments
13431,qasr  sufara
13432,amasi  fawz
13433,qasr  mamez
13434,haya  madina
13435,qasr reevan
13436,luluat  ansar
13437,qasr  rudaf
13438,hayaat  dhahabi
13439,qasr aldabab
13440,shada homes
13441,zahrat thalatha
13442,bait makin
13443,altahlia furnished apartments
13444,layi  yan
13445,safa tower
13446,qasar  raid
13447,sam marmera
13448,aseel alsharq
13449,comfort apartments bqa'a
13450,abha seasons
13451,economic homes
13452,private family beach protocol
13453,asil  sharq
13454,ameera grand
13455,khair rest house
13456,villa bahar apartments
13457,jawharat diar matar
13458,crowne  fahd hotel
13459,cedars park hotel
13460,rahat  shamoukh
13461,arkan darien apartments
13462,azhar  karaz
13463,atla  wahah
13464,ro'at  shahad
13465,self entrance exclusive  quiet apartment in vibrant location
13466,maseef hospitity
13467,"ninth cloud, ninth cloud"
13468,"desert caravan, desert caravan apartments"
13469,roz  hijaz
13470,hani diamond hotel
13471,"le meridien towers makkah, le meridien makkah"
13472,hayah  huda
13473,dana inn apartments
13474,nesma bilsan apartments
13475,qadah  qahtani apartments
13476,yusr furnished residential units
13477,mask um  qura
13478,waad tehama apartments
13479,smart apartments
13480,muzhir mohammed abdullah  jari monthly apartments
13481,nawara  qurayat
13482,yasmin residences
13483,villa  sahab
13484,rav  bad
13485,nour  thuria
13486,naseem  shifa
13487,asil wan
13488,rif jabal daka
13489,anwar  adl
13490,flour gulf apartments
13491,pace  anwan
13492,zahra sitta
13493,jawaher  sharq apartments
13494,nova suite
13495,golden belt
13496,rawdat  safa
13497,jabri chet  farm
13498,rayhan taybah
13499,two bedroom self service apartment with private entrance
13500,rafa apartments abha
13501,rose chalet
13502,h hotels management  operations
13503,rawabi  emarat
13504,nakhlah  arabiya
13505,khadraa  fakhirah
13506,rafaa  dhahabiya
13507,bader  hadith
13508,wahat  masiah 1
13509,golden joan
13510,samaw  makan
13511,golden eagles
13512,orchid  olaya apartment company (individu)
13513,mocador holding company
13514,deem hotel rooms
13515,guest residence
13516,waha pace
13517,golden dion
13518,afaq taybah
13519,golden juan
13520,darat  ahbab
13521,golden dahil
13522,qimat khayali
13523,qasr ramah apartments
13524,golden gewan
13525,golden alandalos
13526,rahat  sam
13527,golden al3areen
13528,seven homes
13529,tharawat  mina
13530,tharwat  rawdah
13531,zahra layan apartments
13532,sahab furnished residential units
13533,view villas
13534,dana  azizia apartments
13535,mohammed abdullah mohammed  suwailem
13536,red rosa apartments
13537,yusr roy
13538,hayat  huda
13539,beit  makhami hotel company
13540,golden house aparthotel
13541,zamzam wealth hotel
13542,beit  shami apartments
13543,layi  athariya organization  furnished residenti units
13544,rmada  mahd
13545,beit ajyad
13546,dara  hamra
13547,farid oasis resort
13548,tis'ah
13549,kyan  kayf entertainment
13550,makkah clock royal tower
13551,whisper   night
13552,shahar center
13553,jawhara  aroos
13554,jawharat  rawda
13555,shati'  dana resort
13556,nujoom chets
13557,ardh  zaitoun
13558,address villas
13559,maqam  diyafa
13560,sidra chalets
13561,lilian chalets
13562,luluat  narjes
13563,jawharat  masiyah
13564,maak  reem
13565,rund resort  farm
13566,nasma makkah hotel
13567,hittin apartments
13568,raseel fursan
13569,white diamond sari
13570,burj  zahabi
13571,wissam  hawra
13572,zahrat muna
13573,eastern shumukh apartments
13574,swiss blue  samer
13575,marsa  hijaz
13576,moon house
13577,burj alkhair hotel services
13578,durrat  iman
13579,furnished apartments with hotel system
13580,hayat  madina
13581,diar  maha
13582,crown city
13583,reem residences
13584,lail  jadida apartments
13585,almutlaq hotel riyadh
13586,dar  misfah 2 hotel
13587,durrat alarows
13588,hoor park hotels (single person company)
13589,wafa  ihsan
13590,eiffel chalet
13591,maather  diyafa
13592,star retreat entertainment
13593,park jazan
13594,pearl coral apartments
13595,khuzami  sham
13596,durrat  yas
13597,durrat  mahh
13598,lavender beach chalet
13599,meral chalet
13600,ward tower
13601,three points  rida hotels
13602,sunrise vip apartment
13603,ghusn  sam
13604,musafir diwaniya
13605,naseem  hadi
13606,taj tanuma
13607,hadeel pearl
13608,durrat  seheen
13609,makarem  nakhil
13610,elaf abha
13611,fawaz brothers united
13612,basma  asil
13613,villa suite
13614,shetaa  ola
13615,durrat  takhayy
13616,beauty  gharbia
13617,rabwah house
13618,masah  taj
13619,jannat  sham
13620,abha rafaf khamis mushait
13621,durrat  sharai
13622,bayt  musafir
13623,durrat  nuba
13624,ramz  fakhama apartments
13625,hayat  wahat
13626,shahd abha furnished apartments
13627,durrat alhuda
13628,azhar  nargis
13629,durrat  musakin
13630,ramada  mahd
13631,durrat  romansiya
13632,karavan  yasmin
13633,durrat  mutamayezoon 2
13634,fakhama  rayyan
13635,durrat  mahah
13636,nesmat  khair
13637,durrat filisteen
13638,business inn  ulaya
13639,durrat savana 2
13640,afak almashaer
13641,tarf  ula
13642,golden tulip  waha
13643,swiss inn park
13644,dar  iman  khil
13645,fatima  zaharni
13646,rawafid  ata
13647,aqiq hotel city
13648,sah seh  sawat 1 (transliteration from arabic)
13649,lulu at anwar  raudah
13650,deluxe home
13651,dhilal jeddah
13652,bayt  mqa
13653,abadat jeddah
13654,olaya house apartments
13655,iknaaf jeddah
13656,family oasis
13657,jeddah property
13658,manar  shorouq
13659,boodle  fayha
13660,durrat  diriyah apartments
13661,rawdah  fadiah
13662,mouj
13663,sakoun jeddah
13664,ramada riyadh
13665,kadhi jeddah
13666,iwan houses
13667,zilal jeddah
13668,lafontaine  shorouq
13669,dharat  hamra hotel
13670,aber unayzah
13671,rafahiah jeddah
13672,rukn  omr
13673,d1 morouj
13674,fakhama  masiya
13675,abha hotel services company (one person company)
13676,karam  diyafah
13677,monarch jeddah
13678,samaa jazan
13679,wakn jeddah
13680,masak towers
13681,nilever cordoba
13682,mila resthouse
13683,narcissus suites aseer
13684,makhmali jeddah
13685,bassamat jeddah
13686,royal villa
13687,taqabalad jeddah
13688,le bosphorus
13689,wajehat jeddah
13690,premium building
13691,ghaima jeddah
13692,diyar  sama
13693,selen home
13694,aryen jeddah
13695,mersa dibba hotel
13696,radisson grand
13697,fahd chets
13698,blue sands guest house
13699,indium suites
13700,ma'ruf hotel operation company
13701,dar  manasek makkah
13702,dar naseem  ghaba
13703,aseel ajyad
13704,az  raha
13705,tranquil dreams
13706,dar zan suites
13707,fatimah ahmad bin qayad  harbi
13708,bisan hail
13709,alahlam resort yanbu
13710,sehab  kawn
13711,rose  andus
13712,malaak house hotel
13713,saraya  saif
13714,andium darat  aroos
13715,amjad hospitality hotel
13716,baytak  oula
13717,dana lazur chalet
13718,kahraman marina
13719,preston park
13720,wakan furnished residential units
13721,khid ghwaili  qatham residenti units
13722,mukaram  madinah plaza
13723,dreams village
13724,bayt tala
13725,dafa   murawa restaurant
13726,hidayah guesthouse
13727,raha plaza towers
13728,hilton makkah convention
13729,zahrat  rabea
13730,durat alarous
13731,sama  shati apartments
13732,sword  martyrs
13733,pestana hotel & suites 1
13734,address towers
13735,farm cottages
13736,toptill hotel suites
13737,fotel hotel suites
13738,rayan plaza
13739,artizen hotel suites
13740,jewel tower hotel
13741,asfar  waha
13742,khed omar  amoudi
13743,taj palace
13744,zaha tayyibah
13745,golden residence hotel
13746,fayroz tourist resort
13747,calm beach
13748,samer  maysar
13749,a1 irqah premium
13750,rahab  baraa
13751,caf hotel suites
13752,rose park
13753,sky apartments  qunfudhah
13754,fakhmat  sharq
13755,ragan hotel suites
13756,lamssat jazan
13757,fareesian hotel suites
13758,staytion express
13759,taa'esh  hayah
13760,new madinah
13761,holiday inn riyadh   olaya
13762,rawdat  narjis
13763,kurwan apartment suites
13764,abha atmosphere
13765,ambassador  arab
13766,ibrahim  qaseer apartments
13767,raqi plaza
13768,mada suites
13769,ramada turbah
13770,oyo 601 ibs
13771,nozol aram 3
13772,qasr saida
13773,abdulaziz hamed  redadi contracting establishment
13774,safwa entertainment establishment
13775,ahmed abdulali mohamed ali moghrabi hotel
13776,palace gardens hotel
13777,yasmin apartment
13778,dara jazan
13779,karam house
13780,qal'at fiafi
13781,atayef united
13782,pearl  namas
13783,sadd  kheeji hotel
13784,durat juwana
13785,kadi pace
13786,mukhtarah  ami
13787,taie homes makkah
13788,diar roma
13789,hijrat  ro'ah
13790,nilofer cordoba
13791,desert palm
13792,aber  yasmin
13793,jouri entertainment resort
13794,fatih houses
13795,rawdat mayar
13796,ra'edah hospitality services (sole proprietor)
13797,juman chalet jeddah
13798,abdulrahman rubayq  otaibi
13799,golden elite
13800,sho'lah resort
13801,masa  wajh
13802,golden marina
13803,asla real estate limited
13804,argawan lebanon
13805,arab knights
13806,ayan  barakah
13807,shared room bed
13808,almasa grand
13809,trust sky
13810,dar  hadith
13811,rawdat qurban
13812,wadi tower
13813,jawhara granada
13814,warda tulayn
13815,rahat wow
13816,burjus ibn saad ibn rashid  hajri
13817,radisson blu jizan
13818,dar  karar apartments
13819,tamaya alkhobar
13820,uberwai saudi arabia limited
13821,rose  masy
13822,mahmoud hassan aliouh hotel
13823,noor residence
13824,mushtaq apartments
13825,masaif  khobar apartments
13826,reef  badae
13827,burj  wid
13828,rif furnished apartments
13829,safwa  beit
13830,yamama pace hotel suites   tuwaiq
13831,sama nadirin suites
13832,soudah villa
13833,khobar palace
13834,tranquility residence
13835,arkan  bahiyyah
13836,lavent park
13837,rassiss park
13838,sabya dream
13839,centrak park
13840,bsam  raha apartments
13841,jeedah park
13842,ru'ya  jadida
13843,black  white
13844,tops park
13845,gulf  az furnished units
13846,tullay park
13847,toolai park
13848,masat darkom 2
13849,lafent park
13850,plaza business hotel
13851,central park
13852,am  saadah
13853,eiry  limited
13854,shurooq  diyafa
13855,golden hall
13856,ardh  dhahab
13857,lailat  tamyiz 2
13858,arjwan  zahabi
13859,bayat hotel services
13860,lu'luat  tawbah
13861,rakan bayutat
13862,layan marina apartments
13863,hayah diamond
13864,mulaz  am
13865,taybah star apartments
13866,family inn apartments
13867,rahab tabah hotel
13868,nasim jazan
13869,jawhara  adl
13870,ain oasis
13871,manazel  sittin
13872,zein  address
13873,swat  ula
13874,jood plaza hotel
13875,manazelna aparthotel
13876,rawdat  makkah hotel
13877,qaa  raqiya
13878,rahati villa
13879,rajab seh  zahrani apartments
13880,karam golden hotel
13881,monotheism tower 2
13882,pace  sahab apartments
13883,rafha sky hotel
13884,luma homes
13885,sugar banat fashion trading establishment
13886,la mar
13887,roshan  ahsa apartments
13888,rah  bahr
13889,qassim pearl
13890,rama jizan
13891,arkan  masy hotel
13892,knight tower
13893,durrat  bustan
13894,waha studio
13895,arawak tower
13896,saraya taba
13897,kyan  bashair
13898,darena tower
13899,white diamond  tahlia
13900,lomar ajyad  aw
13901,ghadeer jewel
13902,jazeera  awla  aqariyah
13903,qasr  dhahab
13904,m executive residence & boutique hotel
13905,salah tower
13906,rawahil  huda united  hotel services
13907,zahra jeddah
13908,rabiah  hijazi
13909,lailat  jawhara
13910,maison tower
13911,king abdullah city    shurooq district
13912,hayat  sam  fadhi
13913,aram serviced apartments
13914,sharaih tower
13915,nolibe hotel  corniche  dammam
13916,kinan  azizia hotel
13917,sader oasis hotel company
13918,narcissus  hamra
13919,taif summer
13920,rose almashair hotel
13921,delights inn
13922,sa'id moulay abdelhak
13923,jelnar  raqi
13924,mountain house
13925,azizia tower
13926,bayar tower
13927,rawdah  masiyah
13928,ahla  qusoor
13929,ashraq  jiyad
13930,cozy studio
13931,pearl marjan apartments
13932,kheej three
13933,rose wood
13934,salama rotana
13935,aziziyah residences
13936,gelnar  raqi
13937,samaia guest apartments
13938,excellence furnished units
13939,fahad bin saad bin mohammed riza apartments
13940,jasmine view
13941,luxury comfort 2
13942,dar  jawhara
13943,le park concord baysh
13944,hala apartments center
13945,sama  qunfudhah apartments
13946,layi  saada
13947,luluat arar
13948,manazel  bad
13949,novotel jazan
13950,remarkable 3 bed apt
13951,aknaf  masi
13952,nakheel beach
13953,zahah  madinah
13954,rawafed  ataa apartments
13955,asa  munsi
13956,lena  bahr
13957,qamar  wasm
13958,jawzaa hotels
13959,naifat furnished units
13960,diar mardin
13961,tayyoor villa
13962,hisn  abq
13963,taj  ola
13964,khayal residences
13965,minaret  diyafa
13966,dar tabah
13967,shumukh  sharqi
13968,sederat  beit
13969,karam  rifaa
13970,dhabab alhada resort
13971,la fontaine  ghaz
13972,4u vip chalets
13973,aja furnished residential units
13974,burj almasa
13975,bayt  reefi
13976,bayt rafaal
13977,finest palaces
13978,hayat  taqwa
13979,farm  rent
13980,khuzama hotel  resort
13981,mövenpick beach resort  khobar
13982,lahzat serviced apartments
13983,durrat  raqiyya
13984,farah entertainment
13985,boudl quraish
13986,zawar  haramain athnain
13987,zahrat  qasr
13988,two garden
13989,safwat sarah
13990,ayyam hotel management
13991,naseem  shariah
13992,bayan jewel
13993,safaa hospitality
13994,roz residence apartments
13995,hudood  layi
13996,viola gardens
13997,reem residence
13998,jannat  arif hotel apartments
13999,quiet inn hotel apartments
14000,naseem  sharq middle east
14001,durrat rawaaq
14002,ekanan ahad
14003,layali rahaf
14004,varvan  jubail
14005,hayat radwa
14006,raoum tower
14007,joanne  na'iriya
14008,my corniche home
14009,sajja  gharbiyah  1
14010,twylight villa
14011,bonsean villa
14012,masat  bustan
14013,badr  marasi
14014,sella villa
14015,diwan  yamamah
14016,millennium makkah  naseem
14017,villa  turkuwaz
14018,shumukh jazan
14019,turquoise villa
14020,rawabi  khobar
14021,peony villa
14022,mawten inn
14023,alnakhil villa
14024,family residence
14025,villa blanche
14026,arkan daren
14027,alammariah villa's
14028,rif chet resort
14029,rekaaz villa
14030,noor  raqia apartments
14031,julia villa
14032,aa apartments bisha
14033,alaren villa
14034,rotana residences
14035,ekanan homes
14036,grand plaza bader  maqam
14037,fantasy park entertainment
14038,dawn hospitality company  hotel services
14039,maroj resort
14040,dreams hotel
14041,qandeel  raha furnished units
14042,high house
14043,sweet land
14044,rayahin riyadh
14045,fakhama fahn beach
14046,iman qibla hotel
14047,nuran pearl hotel
14048,danat  diafa
14049,nozoul  nakhil aparthotel
14050,yawm  fakher
14051,ayyad  sahah
14052,shada residences
14053,saeed abdullah khabti
14054,rubu' najran
14055,anoud & jawhara apartments
14056,alrayyan tower
14057,golden nolip  khobar
14058,durrah chets
14059,rose shroura
14060,haya  huda
14061,karam  jadeed
14062,luluah  baraqah apartments
14063,hams abha
14064,evening breezes
14065,mashariq  fakhama abha
14066,masa almas apartments
14067,alfa one
14068,dar raghdan
14069,edsas elite
14070,private residence
14071,calm night
14072,qadah  qahtani furnished residenti units riyadh park 25
14073,fayroz  sam
14074,jawharat  sittin
14075,villa abdulmalk abdulaziz badiwi  sons
14076,khf  rashid ml residence
14077,prime  mina
14078,lulu  sharq
14079,wahah star
14080,layalina chalet
14081,ola residences 1
14082,belqis  jab
14083,mohammad bin feh bin hassan  jabri
14084,rose shorurah apartments
14085,boudl abha
14086,sam pace
14087,shurafat makkah makarem
14088,diyar mardin
14089,diyar  diyafah
14090,muhaidib high suites
14091,rahab  janadriyah
14092,rafa  sharq apartments
14093,jawhara  mawasim
14094,rubat  safwa
14095,rawae  ahlam
14096,nasim taif
14097,manar  fakhirah serviced apartments
14098,ru'ya  qunfudhah
14099,mena tabuk hotel
14100,ru'at  hijrah
14101,abyad  noor
14102,aryaf
14103,morwiah  maabada
14104,rukn  yaqoot
14105,sama  musayyaf
14106,gulf flower
14107,qasr  rawabi apartments
14108,ashorouq 24
14109,muskun diwan
14110,layi  qaim
14111,brown house
14112,diyar quba
14113,azwah house
14114,zahra  rumman
14115,vital house
14116,durr rameh
14117,relaxing house
14118,emaar residences
14119,modern apartment
14120,riyadh  diyafa
14121,meean apartments
14122,itqan  am
14123,airs boutique granada
14124,abdul aziz omar sarigi hotel
14125,qasr  mameez
14126,khayal chalets
14127,zahab apartments
14128,masakin  hamra
14129,dar  wedad apartments
14130,amjad riyadh
14131,lailas  taif serviced apartments
14132,rawaf abha
14133,karam  fadi
14134,ramada zad  taysir
14135,dream house
14136,sader mountain view
14137,shat'  hudood
14138,bayt lumar
14139,ramada jeddah
14140,seteen pace
14141,sadam  khij
14142,rose view
14143,narcissus jazan
14144,musa yahya mohammed atiq apartments
14145,alwaha studio
14146,khafqain pace
14147,minaret  taj
14148,shumukh  iya
14149,nileover  rawdah
14150,masaidia pace
14151,modern luxury
14152,azurd pace
14153,saheb pace
14154,golden  souda
14155,villa bali
14156,villa park
14157,seasons park
14158,nasmat  asil
14159,yamaamah pace
14160,eva crystal
14161,samoul pace
14162,tanuma aram hospitality
14163,farah  amiah apartments
14164,nasaem  khij
14165,sama  ola
14166,pace  azah
14167,viva la vida
14168,lina tower
14169,sam units
14170,dream harbor
14171,shumukh roza
14172,madina golden
14173,panorama  sham
14174,ardah hospitity
14175,mena andalusia
14176,sar inn
14177,masa  dhahabiya
14178,ash shurafa
14179,arkan  beit jorol
14180,bilkis    shifa
14181,jeddah lake
14182,musar najd
14183,thrawat  khil
14184,tharawat  rawdah
14185,hudhud  andus
14186,abha  manazil
14187,tabiat  hayat
14188,ajaweed center
14189,sedra  khobar
14190,tayba jeddah
14191,family hotel units 1
14192,ain residence
14193,shumukh  aziziyyah
14194,aram residence
14195,amwaj chalets
14196,makarem  wisam
14197,joharah  hazm
14198,hayat alsayal
